City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
157,taiyuan,37.8694,112.5603,18.92,82,63,2.0,CN,1693947871
158,crane,31.3974,-102.3501,39.96,14,0,1.94,US,1693947871
159,buta,2.7858,24.73,19.78,98,100,0.99,CD,1693947871
160,nolinsk,57.5596,49.9363,12.96,82,16,1.12,RU,1693947871
161,codrington,-38.2667,141.9667,7.37,71,66,6.71,AU,1693947871
162,minas de marcona,-15.2119,-75.1103,16.34,69,75,6.02,PE,1693947864
163,severo-yeniseyskiy,60.3725,93.0408,10.95,95,100,1.13,RU,1693947872
164,dampit,-8.2116,112.7493,18.67,97,51,1.55,ID,1693947872
165,santa vitoria do palmar,-33.5189,-53.3681,8.48,70,6,5.06,BR,1693947872
166,newala kisimani,-10.95,39.2833,17.31,93,10,3.03,TZ,1693947872
167,colonia,50.9333,6.95,23.79,64,0,2.57,DE,1693947772
168,nafplio,37.5683,22.8053,21.2,79,100,1.37,GR,1693947872
169,ta`u,-14.2336,-169.5144,26.98,66,100,7.38,AS,1693947872
170,fortuna,40.5982,-124.1573,21.63,71,20,6.17,US,1693947872
171,portland,45.5234,-122.6762,23.23,51,20,2.57,US,1693947269
172,kasongo-lunda,-6.4667,16.8167,25.82,57,7,2.94,CD,1693947746
173,afaahiti,-17.75,-149.2833,25.93,88,100,10.27,PF,1693947873
174,brigantine,39.4101,-74.3646,31.69,76,20,4.12,US,1693947873
175,luchegorsk,46.4764,134.2569,9.11,87,0,0.95,RU,1693947873
176,port elizabeth,-33.918,25.5701,12.16,71,0,7.72,ZA,1693947858
177,ribeira grande,38.5167,-28.7,23.22,73,40,10.29,PT,1693947823
178,sao raimundo das mangabeiras,-7.0219,-45.4811,33.35,18,0,2.75,BR,1693947752
179,traralgon,-38.1833,146.5333,3.66,85,4,0.3,AU,1693947873
180,ketchikan,55.3422,-131.6461,14.26,82,75,1.54,US,1693947874
181,gizo,-8.103,156.8419,27.16,81,72,2.91,SB,1693947859
182,skowhegan,44.7651,-69.7192,33.48,64,0,2.59,US,1693947695
183,thinadhoo,0.5333,72.9333,27.76,76,91,4.42,MV,1693947874
184,dalbandin,28.8947,64.4101,28.79,12,0,1.84,PK,1693947874
185,isafjordur,66.0755,-23.124,12.17,89,94,8.15,IS,1693947874
186,constantia,44.1833,28.65,20.39,61,95,4.99,RO,1693947846
187,kuching,1.55,110.3333,28.34,99,40,1.03,MY,1693947874
188,fraserburgh,57.6874,-2.0184,14.68,95,15,4.72,GB,1693947874
189,erechim,-27.6342,-52.2739,13.31,85,61,2.11,BR,1693947874
190,hakha,22.65,93.6167,15.87,92,100,0.21,MM,1693947875
191,saudarkrokur,65.7461,-19.6394,11.28,76,28,9.39,IS,1693947875
192,arraial do cabo,-22.9661,-42.0278,22.98,88,75,8.23,BR,1693947875
193,ishimbay,53.4545,56.0415,12.8,76,37,0.3,RU,1693947875
194,ubinskoye,55.3068,79.6802,9.09,79,100,5.36,RU,1693947875
195,thunder bay,48.4001,-89.3168,29.99,62,75,4.63,CA,1693947742
196,nikolayevsk-on-amure,53.1406,140.73,10.35,99,100,1.53,RU,1693947715
197,zaozersk,69.4005,32.4476,7.21,84,89,2.71,RU,1693947875
198,wailua homesteads,22.0669,-159.378,28.96,70,0,3.09,US,1693947855
199,copala,16.65,-98.9833,30.3,62,100,3.35,MX,1693947876
200,la passe,45.5549,-0.8967,27.13,56,90,3.48,FR,1693947876
201,krasnyy yar,46.5331,48.3456,20.96,37,86,5.62,RU,1693947876
202,palopo,-2.9996,120.1921,23.58,89,69,1.48,ID,1693947876
203,blackfoot,43.1905,-112.345,23.53,30,22,3.13,US,1693947876
204,huron,41.1501,-82.5499,32.6,60,37,4.36,US,1693947743
205,dubbo,-32.25,148.6167,3.07,81,0,4.63,AU,1693947645
206,antonio enes,-16.2325,39.9086,23.57,83,6,3.02,MZ,1693947745
207,wynyard,-41.0,145.7167,6.66,82,91,5.65,AU,1693947876
208,port saint john's,-31.6229,29.5448,14.89,57,75,5.41,ZA,1693947877
209,taro,-8.3862,115.28,20.0,94,71,0.94,ID,1693947877
210,ola,59.5833,151.2833,10.18,79,99,2.67,RU,1693947877
211,mizan teferi,6.9833,35.5833,15.68,94,18,0.98,ET,1693947877
212,dass,10.0,9.5167,22.93,79,15,1.73,NG,1693947877
213,neijiang,29.5835,105.0622,24.89,70,0,1.69,CN,1693947877
214,ouddorp,51.8117,3.9347,24.41,70,10,4.08,NL,1693947877
215,malabar,-33.9667,151.25,11.54,70,20,0.0,AU,1693947873
216,messaad,34.1543,3.5031,32.06,24,88,3.48,DZ,1693947877
217,nyurba,63.2842,118.3319,1.59,94,100,3.33,RU,1693947877
218,margate,51.3813,1.3862,22.17,87,0,0.45,GB,1693947878
219,vitoria da conquista,-14.8661,-40.8394,21.62,70,16,4.68,BR,1693947761
220,saipan,15.1355,145.701,27.39,94,75,2.57,MP,1693947874
221,san patricio,28.017,-97.5169,37.4,45,0,7.67,US,1693947878
222,rakops,-21.0167,24.3333,20.5,13,0,0.66,BW,1693947878
223,woolgoolga,-30.1106,153.2007,15.93,53,0,4.79,AU,1693947878
224,villeneuve-sur-yonne,48.0825,3.2969,24.77,41,13,2.02,FR,1693947878
225,st. john's,47.5649,-52.7093,19.04,95,100,2.57,CA,1693947752
226,ploneour-lanvern,47.9,-4.2833,19.18,94,0,1.03,FR,1693947878
227,taghazout,30.5426,-9.7112,21.43,75,87,1.25,MA,1693947879
228,sretensk,52.2453,117.7093,9.29,93,70,1.07,RU,1693947879
229,bubaque,11.2833,-15.8333,26.61,83,100,9.72,GW,1693947879
230,siwa oasis,29.2041,25.5195,29.88,28,0,1.53,EG,1693947879
231,sao joao da barra,-21.6403,-41.0511,25.05,90,10,3.62,BR,1693947812
232,al hawatah,13.4167,34.6333,24.51,78,65,1.64,SD,1693947879
233,kargasok,59.0556,80.8572,10.15,98,67,3.07,RU,1693947879
234,carutapera,-1.195,-46.02,26.92,75,14,4.49,BR,1693947831
235,aykhal,66.0,111.5,-3.59,97,45,3.62,RU,1693947879
236,acaponeta,22.4964,-105.3594,32.4,64,66,2.26,MX,1693947879
237,fortaleza,-3.7227,-38.5247,27.34,78,0,6.69,BR,1693947853
238,buga,3.9009,-76.2978,32.84,52,27,1.76,CO,1693947880
239,ghanzi,-21.5667,21.7833,20.22,16,7,6.76,BW,1693947880
240,karatas,36.582,35.3701,25.36,59,0,2.49,TR,1693947880
241,san salvador de jujuy,-24.1946,-65.2971,13.74,61,96,1.93,AR,1693947880
242,kooringal,-35.1428,147.3771,4.18,85,0,2.16,AU,1693947880
